Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
39,"A Mehra, B Kailkhura, PY Chen…","Understanding the limits of unsupervised domain adaptation via data poisoning",2021,"Advances in Neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper/2021/hash/90cc440b1b8caa520c562ac4e4bbcb51-Abstract.html","https://scholar.google.com/scholar?cites=12714833644875201572&as_sdt=2005&sciodt=2007&hl=en",80,"2026-01-28 13:54:56","","","",,,,,,39,7.80,10,4,5,"… novel data poisoning attacks to … poisoning can significantly decrease the target domain accuracy, dropping it to almost 0% in some cases, with the addition of only 10% poisoned data in …","https://proceedings.neurips.cc/paper/2021/file/90cc440b1b8caa520c562ac4e4bbcb51-Paper.pdf","https://scholar.google.com/scholar?q=related:JLz4fNUpdLAJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
90,"H Bansal, N Singhi, Y Yang, F Yin…","Cleanclip: Mitigating data poisoning attacks in multimodal contrastive learning",2023,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content/ICCV2023/html/Bansal_CleanCLIP_Mitigating_Data_Poisoning_Attacks_in_Multimodal_Contrastive_Learning_ICCV_2023_paper.html","https://scholar.google.com/scholar?cites=2528390032251805812&as_sdt=2005&sciodt=2007&hl=en",81,"2026-01-28 13:54:56","","","",,,,,,90,30.00,18,5,3,"… that is pretrained on clean data is 0.4. Our observation thus … To mitigate the impact of data poisoning attacks in mul… -tuning it with clean image-caption data. Our approach is motivated by …","https://openaccess.thecvf.com/content/ICCV2023/papers/Bansal_CleanCLIP_Mitigating_Data_Poisoning_Attacks_in_Multimodal_Contrastive_Learning_ICCV_2023_paper.pdf","https://scholar.google.com/scholar?q=related:dOABnlalFiMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
31,"H Chen, J Li","Data poisoning attacks on cross-domain recommendation",2019,"Proceedings of the 28th ACM International Conference …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3357384.3358116","https://scholar.google.com/scholar?cites=2723871280864817551&as_sdt=2005&sciodt=2007&hl=en",82,"2026-01-28 13:54:56","","10.1145/3357384.3358116","",,,,,,31,4.43,16,2,7,"… party to launch data poisoning attacks. Here we study the vulnerability of cross-domain recommendation under data poisoning attacks. We show that data poisoning attacks can be …","https://dl.acm.org/doi/pdf/10.1145/3357384.3358116","https://scholar.google.com/scholar?q=related:j_HVjX8izSUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
80,"L Truong, C Jones, B Hutchinson…","Systematic evaluation of backdoor data poisoning attacks on image classifiers",2020,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPRW_2020/html/w47/Truong_Systematic_Evaluation_of_Backdoor_Data_Poisoning_Attacks_on_Image_Classifiers_CVPRW_2020_paper.html","https://scholar.google.com/scholar?cites=2013023894306961087&as_sdt=2005&sciodt=2007&hl=en",83,"2026-01-28 13:54:56","","","",,,,,,80,13.33,20,4,6,"… of modeling choices and backdoor data poisoning strategies that manipulate training images … data with uncertain provenance may pose safety risks due to potential data poisoning [17]. …","http://openaccess.thecvf.com/content_CVPRW_2020/papers/w47/Truong_Systematic_Evaluation_of_Backdoor_Data_Poisoning_Attacks_on_Image_Classifiers_CVPRW_2020_paper.pdf","https://scholar.google.com/scholar?q=related:vzaKAJGy7xsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
34,"M Subedar, N Ahuja, R Krishnan, IJ Ndiour…","Deep probabilistic models to detect data poisoning attacks",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1912.01206","https://scholar.google.com/scholar?cites=9510145383993201598&as_sdt=2005&sciodt=2007&hl=en",84,"2026-01-28 13:54:56","","","",,,,,,34,4.86,7,5,7,"… Data poisoning attacks compromise the integrity of machine-learning models by introducing … In this work, we investigate backdoor data poisoning attack on deep neural networks (DNNs…","https://arxiv.org/pdf/1912.01206","https://scholar.google.com/scholar?q=related:vlM8_9bS-oMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
48,"Z Li, Z Zheng, S Guo, B Guo, F Xiao…","Disguised as privacy: Data poisoning attacks against differentially private crowdsensing systems",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9775757/","https://scholar.google.com/scholar?cites=10164435448283045486&as_sdt=2005&sciodt=2007&hl=en",85,"2026-01-28 13:54:56","","","",,,,,,48,12.00,8,6,4,"… Moreover, we show that the differentially private crowdsensing systems are vulnerable to data poisoning attacks, and enhancing the level of privacy will bring more serious security …","","https://scholar.google.com/scholar?q=related:bp5MzS9UD40J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
92,"C Dunn, N Moustafa, B Turnbull","Robustness evaluations of sustainable machine learning models against data poisoning attacks in the internet of things",2020,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/12/16/6434","https://scholar.google.com/scholar?cites=4504622892682839825&as_sdt=2005&sciodt=2007&hl=en",86,"2026-01-28 13:54:56","HTML","","",,,,,,92,15.33,31,3,6,"… Specifically, this study explores the effects of data poisoning attacks on machine learning … data poisoning, a stochastic function was employed to illegally modify the training data at …","https://www.mdpi.com/2071-1050/12/16/6434","https://scholar.google.com/scholar?q=related:EQd0haeigz4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
116,"Z Sun, X Du, F Song, M Ni, L Li","Coprotector: Protect open-source code against unauthorized training usage with data poisoning",2022,"… of the ACM Web Conference 2022","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3485447.3512225","https://scholar.google.com/scholar?cites=4748881769701020091&as_sdt=2005&sciodt=2007&hl=en",87,"2026-01-28 13:54:56","","10.1145/3485447.3512225","",,,,,,116,29.00,23,5,4,"… Here, we design and implement a prototype, CoProtector, which utilizes data poisoning techniques to arm source code repositories for defending against such exploits. Our large-scale …","https://dl.acm.org/doi/pdf/10.1145/3485447.3512225","https://scholar.google.com/scholar?q=related:u5FbE89q50EJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
39,"S Drews, A Albarghouthi, L D'Antoni","Proving data-poisoning robustness in decision trees",2020,"Proceedings of the 41st ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3385412.3385975","https://scholar.google.com/scholar?cites=1198959987807136622&as_sdt=2005&sciodt=2007&hl=en",88,"2026-01-28 13:54:56","","10.1145/3385412.3385975","",,,,,,39,6.50,13,3,6,"… We focus on the problem of verifying datapoisoning robustness for … We present Antidote, a tool for verifying data-poisoning … , then we know that 𝑥 is robust to poisoning 𝑇. (See Figure 1 …","https://dl.acm.org/doi/pdf/10.1145/3385412.3385975","https://scholar.google.com/scholar?q=related:bqsmrcGPoxAJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
120,"A Takiddin, M Ismail, U Zafar…","Robust electricity theft detection against data poisoning attacks in smart grids",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9310227/","https://scholar.google.com/scholar?cites=8912016632141982942&as_sdt=2005&sciodt=2007&hl=en",89,"2026-01-28 13:54:56","","","",,,,,,120,20.00,30,4,6,"… and deep learning-based detectors suffer from data poisoning attacks that may lead to a … of data poisoning attacks. To enhance the detectors’ robustness against data poisoning attacks, …","","https://scholar.google.com/scholar?q=related:3iwyt-jXrXsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
57,"L Fowl, P Chiang, M Goldblum, J Geiping…","Preventing unauthorized use of proprietary data: Poisoning for secure dataset release",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2103.02683","https://scholar.google.com/scholar?cites=4208609343390853134&as_sdt=2005&sciodt=2007&hl=en",90,"2026-01-28 13:54:56","","","",,,,,,57,11.40,11,5,5,"… We develop an indiscriminate data poisoning attack which works on deep networks trained from scratch in a blackbox setting. Our method allows practitioners to minimally modify …","https://arxiv.org/pdf/2103.02683","https://scholar.google.com/scholar?q=related:DqgzT-b7ZzoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
55,"Y Xu, J Yao, M Shu, Y Sun, Z Wu…","Shadowcast: Stealthy data poisoning attacks against vision-language models",2024,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2024/hash/6a2e30664b9647f97d7b9275358d083c-Abstract-Conference.html","https://scholar.google.com/scholar?cites=4897721346712184874&as_sdt=2005&sciodt=2007&hl=en",91,"2026-01-28 13:54:56","","","",,,,,,55,27.50,9,6,2,"… data poisoning attacks that can manipulate responses to innocuous, everyday prompts. We introduce Shadowcast, a stealthy data poisoning attack where poison … as 50 poison samples. …","https://proceedings.neurips.cc/paper_files/paper/2024/file/6a2e30664b9647f97d7b9275358d083c-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:Kqigl50z-EMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
30,"J Zhang, H Liu, J Jia, NZ Gong","Data poisoning based backdoor attacks to contrastive learning",2024,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content/CVPR2024/html/Zhang_Data_Poisoning_based_Backdoor_Attacks_to_Contrastive_Learning_CVPR_2024_paper.html","https://scholar.google.com/scholar?cites=1053915419806731995&as_sdt=2005&sciodt=2007&hl=en",92,"2026-01-28 13:54:56","","","",,,,,,30,15.00,8,4,2,"… In this work, we propose new data poisoning based backdoor attacks (DPBAs) to contrastive learning (CL). Our attacks use a theory-guided method to create optimal poisoned images …","http://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Data_Poisoning_based_Backdoor_Attacks_to_Contrastive_Learning_CVPR_2024_paper.pdf","https://scholar.google.com/scholar?q=related:2w7jjH1CoA4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
110,"J Jia, Y Liu, X Cao, NZ Gong","Certified robustness of nearest neighbors against data poisoning and backdoor attacks",2022,"Proceedings of the AAAI conference on …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/21191","https://scholar.google.com/scholar?cites=4307922545221886313&as_sdt=2005&sciodt=2007&hl=en",93,"2026-01-28 13:54:56","","","",,,,,,110,27.50,28,4,4,"… Data poisoning attacks and backdoor attacks aim to corrupt a … -art certified defenses against data poisoning attacks and backdoor … against data poisoning attacks and backdoor attacks. …","https://ojs.aaai.org/index.php/AAAI/article/view/21191/20940","https://scholar.google.com/scholar?q=related:aeHYA7vQyDsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
58,"C Wu, D Lian, Y Ge, Z Zhu…","Influence-driven data poisoning for robust recommender systems",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10122715/","https://scholar.google.com/scholar?cites=5682131323697778403&as_sdt=2005&sciodt=2007&hl=en",94,"2026-01-28 13:54:56","","","",,,,,,58,19.33,12,5,3,"… data. Given the deficiencies of existing attacks, we propose Infmix, an efficient poisoning attack … First, to accurately evaluate the attack revenue of poisoning users in the bi-level situation, …","","https://scholar.google.com/scholar?q=related:404gbFX82k4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
88,"M Sun, J Tang, H Li, B Li, C Xiao, Y Chen…","Data poisoning attack against unsupervised node embedding methods",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1810.12881","https://scholar.google.com/scholar?cites=17434556766872406256&as_sdt=2005&sciodt=2007&hl=en",95,"2026-01-28 13:54:56","","","",,,,,,88,11.00,13,7,8,"… We study two types of data poisoning attacks including integrity attack and availability attack. We propose a unified optimization framework to optimally attack the node embedding …","https://arxiv.org/pdf/1810.12881","https://scholar.google.com/scholar?q=related:8AjQ2QH98_EJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
13,"Y Vorobeychik, M Kantarcioglu","Data Poisoning Attacks",2022,"Adversarial Machine Learning","Springer","https://link.springer.com/chapter/10.1007/978-3-031-01580-9_6","https://scholar.google.com/scholar?cites=13388498226843940734&as_sdt=2005&sciodt=2007&hl=en",96,"2026-01-28 13:54:56","","10.1007/978-3-031-01580-9_6","",,,,,,13,3.25,7,2,4,"Previously, we studied one broad class of attacks we term decision-time attacks, or attacks on machine learning models. A crucial feature of such attacks is that they take place after …","","https://scholar.google.com/scholar?q=related:fvf6tjOAzbkJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
37,"Y Zeng, M Pan, H Jahagirdar, M Jin, L Lyu…","{Meta-Sift}: How to sift out a clean subset in the presence of data poisoning?",2023,"32nd USENIX Security …","usenix.org","https://www.usenix.org/conference/usenixsecurity23/presentation/zeng","https://scholar.google.com/scholar?cites=12548245955996956340&as_sdt=2005&sciodt=2007&hl=en",97,"2026-01-28 13:54:56","","","",,,,,,37,12.33,6,6,3,"… data manipulation. In particular, it includes both the attacks that interfere only with training data and … Within the scope of this paper, we divide existing data poisoning attacks into three …","https://www.usenix.org/system/files/usenixsecurity23-zeng.pdf","https://scholar.google.com/scholar?q=related:tDZuqTZTJK4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
49,"S Weerasinghe, T Alpcan, SM Erfani…","Defending support vector machines against data poisoning attacks",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9352750/","https://scholar.google.com/scholar?cites=10734635186660517191&as_sdt=2005&sciodt=2007&hl=en",98,"2026-01-28 13:54:56","","","",,,,,,49,9.80,12,4,5,"… against poisoning and label flipping attacks using Local Intrinsic Dimensionality (LID), a metric that gives the dimension of the subspace in the local neighborhood of each data sample. …","","https://scholar.google.com/scholar?q=related:RyVP5tMV-ZQJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
21,"Y Ge, Q Wang, J Yu, C Shen, Q Li","Data poisoning and backdoor attacks on audio intelligence systems",2023,"IEEE Communications …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10082866/","https://scholar.google.com/scholar?cites=11305269114536591149&as_sdt=2005&sciodt=2007&hl=en",99,"2026-01-28 13:54:56","","","",,,,,,21,7.00,4,5,3,"… servers or automatically scraping data from the Internet. While … render users vulnerable to data poisoning and backdoor attacks. … of the backdoor and data poisoning attacks on audio …","","https://scholar.google.com/scholar?q=related:Lf8lnlxi5JwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
95,"Y Ma, KS Jun, L Li, X Zhu","Data poisoning attacks in contextual bandits",2018,"… Conference on Decision and Game Theory for …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-01554-1_11","https://scholar.google.com/scholar?cites=11878284886648135094&as_sdt=2005&sciodt=2007&hl=en",100,"2026-01-28 13:54:56","","10.1007/978-3-030-01554-1_11","",,,,,,95,11.88,24,4,8,"We study offline data poisoning attacks in contextual bandits, a class of reinforcement learning problems with important applications in online recommendation and adaptive medical …","https://arxiv.org/pdf/1808.05760","https://scholar.google.com/scholar?q=related:tp2NqSsl2KQJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
73,"D Cotroneo, C Improta, P Liguori…","Vulnerabilities in ai code generators: Exploring targeted data poisoning attacks",2024,"Proceedings of the 32nd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3643916.3644416","https://scholar.google.com/scholar?cites=3615291186395191230&as_sdt=2005&sciodt=2007&hl=en",101,"2026-01-28 13:54:56","","10.1145/3643916.3644416","",,,,,,73,36.50,18,4,2,"… by devising a targeted data poisoning strategy. We poison the training data by injecting … , we present a targeted data poisoning attack through which we poison a targeted subset of …","https://dl.acm.org/doi/pdf/10.1145/3643916.3644416","https://scholar.google.com/scholar?q=related:vpev7C0YLDIJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
43,"A Mehra, B Kailkhura, PY Chen…","How robust are randomized smoothing based defenses to data poisoning?",2021,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content/CVPR2021/html/Mehra_How_Robust_Are_Randomized_Smoothing_Based_Defenses_to_Data_Poisoning_CVPR_2021_paper.html","https://scholar.google.com/scholar?cites=17001375147769153298&as_sdt=2005&sciodt=2007&hl=en",102,"2026-01-28 13:54:56","","","",,,,,,43,8.60,11,4,5,"… this question and demonstrate that data poisoning is a serious concern even for certified defenses. We propose a novel data poisoning attack that can significantly compromise the …","http://openaccess.thecvf.com/content/CVPR2021/papers/Mehra_How_Robust_Are_Randomized_Smoothing_Based_Defenses_to_Data_Poisoning_CVPR_2021_paper.pdf","https://scholar.google.com/scholar?q=related:Ekfvp54E8esJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
21,"D Namiot","Introduction to data poison attacks on machine learning models",2023,"International Journal of Open Information Technologies","injoit.ru","http://www.injoit.ru/index.php/j1/article/view/1517","https://scholar.google.com/scholar?cites=11122026053005819232&as_sdt=2005&sciodt=2007&hl=en",103,"2026-01-28 13:54:56","","","",,,,,,21,7.00,21,1,3,"… Certified defenses for data poisoning attacks."" Advances in neural information processing … Targeted backdoor attacks on deep learning systems using data poisoning."" arXiv preprint …","http://www.injoit.ru/index.php/j1/article/viewFile/1517/1407","https://scholar.google.com/scholar?q=related:YD0NqMRfWZoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
53,"F Nuding, R Mayer","Data poisoning in sequential and parallel federated learning",2022,"Proceedings of the 2022 ACM on international …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3510548.3519372","https://scholar.google.com/scholar?cites=3908232965127911284&as_sdt=2005&sciodt=2007&hl=en",104,"2026-01-28 13:54:56","","10.1145/3510548.3519372","",,,,,,53,13.25,27,2,4,"… can increase privacy of sensitive data, as the data itself is never … In this paper, we evaluate data poisoning attacks in … , but is indeed vulnerable to data poisoning attacks. We test both a …","https://dl.acm.org/doi/pdf/10.1145/3510548.3519372","https://scholar.google.com/scholar?q=related:dLfr0SzVPDYJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
17,"V Raghavan, T Mazzuchi, S Sarkani","An improved real time detection of data poisoning attacks in deep learning vision systems",2022,"Discover Artificial Intelligence","Springer","https://link.springer.com/article/10.1007/s44163-022-00035-3","https://scholar.google.com/scholar?cites=3442095409543262901&as_sdt=2005&sciodt=2007&hl=en",105,"2026-01-28 13:54:56","","10.1007/s44163-022-00035-3","",,,,,,17,4.25,6,3,4,"… In this paper, we present the fundamentals of data poisoning … posed by a real-world data poisoning attack on a deep learning … the risks posed by poisoning the training data are similar. …","https://link.springer.com/content/pdf/10.1007/s44163-022-00035-3.pdf","https://scholar.google.com/scholar?q=related:tTLUuInHxC8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
27,"Y Lu, G Kamath, Y Yu","Exploring the limits of model-targeted indiscriminate data poisoning attacks",2023,"International Conference on …","proceedings.mlr.press","https://proceedings.mlr.press/v202/lu23e.html","https://scholar.google.com/scholar?cites=11301529468139009725&as_sdt=2005&sciodt=2007&hl=en",106,"2026-01-28 13:54:56","","","",,,,,,27,9.00,9,3,3,"… required2, and we say data poisoning is successful if any w ∈ W is (λ-) poisoning reachable. (b) … aspects of data poisoning, ie, how efficiently we can find such a poisoning distribution ν (…","https://proceedings.mlr.press/v202/lu23e/lu23e.pdf","https://scholar.google.com/scholar?q=related:vfYIVywZ15wJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
14,"Y Zeng, M Pan, H Jahagirdar, M Jin, L Lyu…","How to sift out a clean data subset in the presence of data poisoning?",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2210.06516","https://scholar.google.com/scholar?cites=5387466779119533154&as_sdt=2005&sciodt=2007&hl=en",107,"2026-01-28 13:54:56","","","",,,,,,14,3.50,2,6,4,"… data manipulation. In particular, it includes both the attacks that interfere only with training data and … Within the scope of this paper, we divide existing data poisoning attacks into three …","https://arxiv.org/pdf/2210.06516","https://scholar.google.com/scholar?q=related:Yjyj2H0gxEoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
90,"J Lin, L Dang, M Rahouti, K Xiong","ML attack models: Adversarial attacks and data poisoning attacks",2021,"arXiv preprint arXiv:2112.02797","arxiv.org","https://arxiv.org/abs/2112.02797","https://scholar.google.com/scholar?cites=18023543862925700965&as_sdt=2005&sciodt=2007&hl=en",108,"2026-01-28 13:54:56","","","",,,,,,90,18.00,23,4,5,"… to data poisoning threats [13, 14] as data poisoning attacks are often difficult to be detected [15, 16]. This chapter will present adversarial attacks and data poisoning … and data poisoning …","https://arxiv.org/pdf/2112.02797","https://scholar.google.com/scholar?q=related:Za9bh6Z9IPoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
22,"H Zhang, Y Li, B Ding, J Gao","LOKI: A practical data poisoning attack framework against next item recommendations",2022,"… on Knowledge and Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9806383/","https://scholar.google.com/scholar?cites=1085360861851617810&as_sdt=2005&sciodt=2007&hl=en",109,"2026-01-28 13:54:56","","","",,,,,,22,5.50,6,4,4,"… from two aspects: general data poisoning attacks and poisoning attacks against recommendation systems. Data Poisoning Attacks: Data poisoning attacks against machine learning …","https://ieeexplore.ieee.org/ielaam/69/10091694/9806383-aam.pdf","https://scholar.google.com/scholar?q=related:EgrHD_T5Dw8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
24,"Z Zheng, Z Li, C Huang, S Long, M Li…","Data poisoning attacks and defenses to LDP-based privacy-preserving crowdsensing",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10423870/","https://scholar.google.com/scholar?cites=15276649107930841319&as_sdt=2005&sciodt=2007&hl=en",110,"2026-01-28 13:54:56","","","",,,,,,24,12.00,4,6,2,"… data poisoning attacks and their defenses in local differential privacy (LDP)-based crowdsensing systems. First, we construct data poisoning … the success of data poisoning attacks, and …","","https://scholar.google.com/scholar?q=related:54CBrGyPAdQJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
4,"N Alex, SA Siddiqui, A Sanyal, D Krueger","Protecting against simultaneous data poisoning attacks",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2408.13221","https://scholar.google.com/scholar?cites=11518461213853544132&as_sdt=2005&sciodt=2007&hl=en",111,"2026-01-28 13:54:56","","","",,,,,,4,2.00,1,4,2,"… on the data poisoning setting, where the attacker manipulates a subset of the data to later control the model by injecting a feature of their choice. Early data poisoning attacks modified …","https://arxiv.org/pdf/2408.13221?","https://scholar.google.com/scholar?q=related:xO7aUnLL2Z8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
27,"S Jiang, SR Kadhe, Y Zhou, L Cai…","Forcing generative models to degenerate ones: The power of data poisoning attacks",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2312.04748","https://scholar.google.com/scholar?cites=3093386520655348113&as_sdt=2005&sciodt=2007&hl=en",112,"2026-01-28 13:54:56","","","",,,,,,27,9.00,5,5,3,"… In this section, we demonstrate the effectiveness of our designed data poisoning attacks on poisoning LLMs during fine tuning for two NLG tasks: text summarization and text completion. …","https://arxiv.org/pdf/2312.04748","https://scholar.google.com/scholar?q=related:kcGkrKbq7SoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
21,"K Li, C Baird, D Lin","Defend data poisoning attacks on voice authentication",2023,"IEEE Transactions on Dependable and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10163863/","https://scholar.google.com/scholar?cites=5331433319072360066&as_sdt=2005&sciodt=2007&hl=en",113,"2026-01-28 13:54:56","","","",,,,,,21,7.00,7,3,3,"… differences between the image data and voice data. Also, it … targeted data poisoning attack since the poisoned data is still … In this work, we aim to tackle a challenging data poisoning …","https://arxiv.org/pdf/2209.04547","https://scholar.google.com/scholar?q=related:gmb9RlsO_UkJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
23,"J Jia, Y Liu, Y Hu, NZ Gong","{PORE}: Provably robust recommender systems against data poisoning attacks",2023,"32nd USENIX Security Symposium …","usenix.org","https://www.usenix.org/conference/usenixsecurity23/presentation/jia","https://scholar.google.com/scholar?cites=15877807563102282255&as_sdt=2005&sciodt=2007&hl=en",114,"2026-01-28 13:54:56","","","",,,,,,23,7.67,6,4,3,"… Data poisoning attacks spoof a recommender system to … We envision a cat-and-mouse game for such data poisoning … robust against any untargeted data poisoning attacks, which aim to …","https://www.usenix.org/system/files/usenixsecurity23-jia.pdf","https://scholar.google.com/scholar?q=related:D-K4utpNWdwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
34,"S Farhadkhani, R Guerraoui…","An equivalence between data poisoning and byzantine gradient attacks",2022,"… on Machine Learning","proceedings.mlr.press","http://proceedings.mlr.press/v162/farhadkhani22b.html","https://scholar.google.com/scholar?cites=15814948581438408162&as_sdt=2005&sciodt=2007&hl=en",115,"2026-01-28 13:54:56","","","",,,,,,34,8.50,11,3,4,"… gradient attack can be reduced to data poisoning, in any personalized federated … data, the more vulnerable any “robust” learning algorithm is. Also, we derive concrete data poisoning …","https://proceedings.mlr.press/v162/farhadkhani22b/farhadkhani22b.pdf","https://scholar.google.com/scholar?q=related:4kW0kfH7edsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
114,"S Zhai, Y Dong, Q Shen, S Pu, Y Fang…","Text-to-image diffusion models can be easily backdoored through multimodal data poisoning",2023,"Proceedings of the 31st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3581783.3612108","https://scholar.google.com/scholar?cites=11918839507988560040&as_sdt=2005&sciodt=2007&hl=en",116,"2026-01-28 13:54:56","","10.1145/3581783.3612108","",,,,,,114,38.00,19,6,3,"… can leverage backdoor attack to detect unauthorized data usage [41]. Researchers have … process through multimodal data poisoning. Differing from the vanilla poisoning method, a …","https://dl.acm.org/doi/pdf/10.1145/3581783.3612108","https://scholar.google.com/scholar?q=related:qLiMQGI5aKUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
42,"TY Liu, Y Yang…","Friendly noise against adversarial noise: a powerful defense against data poisoning attack",2022,"Advances in Neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2022/hash/4e81308aa2eb8e2e4eccf122d4827af7-Abstract-Conference.html","https://scholar.google.com/scholar?cites=11428888975258917125&as_sdt=2005&sciodt=2007&hl=en",117,"2026-01-28 13:54:56","","","",,,,,,42,10.50,14,3,4,"… and cannot protect the system against various types of data poisoning attacks [11, 27, 38]. … data poisoning attacks. In particular, we make the following key observation: data poisoning …","https://proceedings.neurips.cc/paper_files/paper/2022/file/4e81308aa2eb8e2e4eccf122d4827af7-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:BZmvW_iRm54J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
